iter	RMSE
161	6.10731168
162	6.089349997
163	6.074572426
164	6.061187209
165	6.053448058
166	6.043437249
167	6.021073832
168	6.009564972
169	5.993273493
170	5.985511232
171	5.974421005
172	5.961169896
173	5.942544353
174	5.937369146
175	5.929224505
176	5.91997269
177	5.901707697
178	5.890523857
179	5.869579571
180	5.859422085
181	5.848265981
182	5.835586806
183	5.825867302
184	5.815173909
185	5.79962447
186	5.789815578
187	5.783378489
188	5.773420691
189	5.767138631
190	5.761606511
191	5.750593756
192	5.738310753
193	5.725888351
194	5.717255575
195	5.701528477
196	5.692429961
197	5.68190056
198	5.673150763
199	5.660540936
200	5.644953771
201	5.637338824
202	5.623231017
203	5.614899936
204	5.609645691
205	5.59852803
206	5.589751431
207	5.584968724
208	5.57732432
209	5.553745387
210	5.546793138
211	5.536788108
212	5.532493158
213	5.526562995
214	5.512367736
215	5.501564611
216	5.495651275
217	5.483418803
218	5.47215669
219	5.464811072
220	5.450615137
221	5.439618756
222	5.430583203
223	5.424375383
224	5.416655002
225	5.403449866
226	5.390290181
227	5.379966942
228	5.362330262
229	5.348216734
230	5.342414523
231	5.332499892
232	5.324058591
233	5.31386872
234	5.305216791
235	5.297103207
236	5.291581011
237	5.286293093
238	5.277971398
239	5.26932005
240	5.258502434
241	5.254422696
242	5.247308218
243	5.235186434
244	5.227421427
245	5.22039549
246	5.214760968
247	5.206583211
248	5.201653511
249	5.194093521
250	5.181904316
251	5.174170666
252	5.167391744
253	5.15929543
254	5.149955293
255	5.144128278
256	5.137530865
257	5.129645505
258	5.124790528
259	5.120087776
260	5.109377331
261	5.101557603
262	5.097226984
263	5.086836761
264	5.067941964
265	5.060643402
266	5.054607175
267	5.047087564
268	5.037224212
269	5.033891112
270	5.027884261
271	5.017238955
272	5.01223034
273	5.006680213
274	5.001745533
275	4.993890507
276	4.986609946
277	4.981695199
278	4.977072599
279	4.969247983
280	4.964533605
281	4.958316686
282	4.955083784
283	4.943007767
284	4.937212922
285	4.930687241
286	4.927526834
287	4.918667188
288	4.91248765
289	4.908143424
290	4.900155287
291	4.895505565
292	4.890591577
293	4.884450728
294	4.880420217
295	4.874732359
296	4.869188866
297	4.86608051
298	4.859390746
299	4.853720407
300	4.847611682
301	4.843216486
302	4.837868572
303	4.832897119
304	4.828241332
305	4.824446512
306	4.819906261
307	4.816049927
308	4.813450102
309	4.808319773
310	4.803786912
311	4.800268702
312	4.797501033
313	4.792475842
314	4.789942022
315	4.785022452
316	4.78257269
317	4.77390378
318	4.768436085
319	4.763527304
320	4.75752039
321	4.751779943
322	4.749747083
323	4.746539153
324	4.743718888
325	4.740524787
326	4.737450737
327	4.735217959
328	4.731848864
329	4.724961734
330	4.719169106
331	4.712224912
332	4.706538909
333	4.703558807
334	4.69839983
335	4.695360723
336	4.692355332
337	4.690175646
338	4.679038718
339	4.674286945
340	4.669013391
341	4.662449029
342	4.659131165
343	4.656546324
344	4.651170746
345	4.647341308
346	4.64416834
347	4.641832613
348	4.638776411
349	4.632982543
350	4.627441994
351	4.615630551
352	4.613006473
353	4.610524902
354	4.604721475
355	4.595053397
356	4.593093149
357	4.587676725
358	4.584857305
359	4.582004982
360	4.576464597
361	4.57296845
362	4.569008348
363	4.562468161
364	4.557235163
365	4.548611366
366	4.543328205
367	4.539998133
368	4.536825335
369	4.533729002
370	4.531026923
371	4.519204207
372	4.514485254
373	4.511715955
374	4.508533424
375	4.501380617
376	4.497697444
377	4.495177719
378	4.491020054
379	4.488689306
380	4.485596663
381	4.48310659
382	4.478005156
383	4.469790687
384	4.466622215
385	4.461584773
386	4.459858001
387	4.458148895
388	4.455834374
389	4.443005904
390	4.437733229
391	4.432216614
392	4.427428024
393	4.42525696
394	4.422553326
395	4.416135472
396	4.413976054
397	4.404748254
398	4.401956594
399	4.39642387
400	4.391105243
401	4.387398368
402	4.384394529
403	4.376972057
404	4.371013939
405	4.367236129
406	4.364315872
407	4.358229397
408	4.353047663
409	4.350475848
410	4.348157914
411	4.344538411
412	4.341805637
413	4.338711951
414	4.332843069
415	4.328624307
416	4.321691256
417	4.314347464
418	4.310309853
419	4.308661644
420	4.306757103
421	4.302361794
422	4.299611888
423	4.291906277
424	4.288472313
425	4.284191734
426	4.279490128
427	4.276855982
428	4.272613341
429	4.265375648
430	4.260462929
431	4.255972712
432	4.251717879
433	4.244342751
434	4.240236703
435	4.237800784
436	4.230723456
437	4.226815855
438	4.224670611
439	4.219368541
440	4.213832514
441	4.206737906
442	4.200761903
443	4.196439229
444	4.192382874
445	4.187732836
446	4.183486229
447	4.178432408
448	4.174390561
449	4.17037374
450	4.163412769
451	4.160113018
452	4.157709482
453	4.155466538
454	4.152096589
455	4.148079553
456	4.144147187
457	4.140899185
458	4.137593191
459	4.131229442
460	4.125413827
461	4.122156816
462	4.120191042
463	4.119452765
464	4.113526115
465	4.111627673
466	4.106123843
467	4.103153359
468	4.098780469
469	4.09683244
470	4.094347335
471	4.091531823
472	4.089132313
473	4.086811926
474	4.085051988
475	4.080910625
476	4.077405096
477	4.071101634
478	4.066888951
479	4.060875798
480	4.058768086
481	4.054175696
482	4.050764138
483	4.047349717
484	4.043810519
485	4.040125347
486	4.03807593
487	4.033837913
488	4.029361944
489	4.026980562
490	4.022991585
491	4.020999679
492	4.015335848
493	4.010734209
494	4.005650181
495	4.002104218
496	3.999297523
497	3.995644191
498	3.993765713
499	3.990509529
500	3.986722096
501	3.982408074
502	3.98037236
503	3.973832297
504	3.970446623
505	3.96855842
506	3.965866698
507	3.962581891
508	3.958696267
509	3.95548882
510	3.953288055
511	3.950866917
512	3.948470594
513	3.944977229
514	3.943307219
515	3.935958258
516	3.931863454
517	3.926735108
518	3.924980541
519	3.922979617
520	3.919723364
521	3.916649533
522	3.913541641
523	3.910648985
524	3.907931322
525	3.902252012
526	3.898999276
527	3.896440507
528	3.891660538
529	3.888627534
530	3.883004946
531	3.880755033
532	3.877367935
533	3.875760539
534	3.87344853
535	3.870203915
536	3.867868889
537	3.866629568
538	3.859043901
539	3.853531308
540	3.847428571
541	3.845622484
542	3.84344704
543	3.841003566
544	3.838123237
545	3.834685383
546	3.832543878
547	3.830051823
548	3.826330388
549	3.823243935
550	3.817608459
551	3.813858515
552	3.809204879
553	3.804648728
554	3.801446929
555	3.796340808
556	3.79283404
557	3.788978537
558	3.785260654
559	3.780913549
560	3.777653289
561	3.776211826
562	3.771571619
563	3.767645558
564	3.760780505
565	3.756314414
566	3.754713324
567	3.75130403
568	3.748070063
569	3.745317868
570	3.742755775
571	3.740676598
572	3.737532675
573	3.733431242
574	3.730542194
575	3.72753599
576	3.723622723
577	3.721859308
578	3.718916288
579	3.717028139
580	3.714400774
581	3.710501068
582	3.707858712
583	3.706662665
584	3.704589328
585	3.702039759
586	3.7005137
587	3.6978506
588	3.696270987
589	3.693283512
590	3.690048065
591	3.685045727
592	3.680926742
593	3.678979533
594	3.675888948
595	3.673035903
596	3.67008089
597	3.666106579
598	3.664667763
599	3.662136883
600	3.660370659
601	3.657015045
602	3.653943824
603	3.651094343
604	3.648144556
605	3.646044613
606	3.64433174
607	3.636871462
608	3.633135478
609	3.630537192
610	3.627896748
611	3.626724662
612	3.624938398
613	3.6236335
614	3.622197565
615	3.616948863
616	3.615048473
617	3.611382729
618	3.607815516
619	3.606521877
620	3.603963561
621	3.601681998
622	3.598987438
623	3.594089332
624	3.591019368
625	3.589225507
626	3.586474453
627	3.58521033
628	3.583263411
629	3.581111874
630	3.579638203
631	3.576408157
632	3.57473851
633	3.56763286
634	3.564452985
635	3.560044099
636	3.556975854
637	3.554636411
638	3.552481018
639	3.551734205
640	3.549486978
641	3.546911464
642	3.544515852
643	3.543272346
644	3.541719747
645	3.538893841
646	3.536633935
647	3.53465124
648	3.53190834
649	3.529811297
650	3.52635173
651	3.52411289
652	3.522367573
653	3.51980512
654	3.517576291
655	3.51561977
656	3.513079417
657	3.511496186
658	3.50861428
659	3.505471809
660	3.502500924
661	3.499613566
662	3.498103315
663	3.496238242
664	3.4932508
665	3.491176178
666	3.489298664
667	3.487472062
668	3.48546081
669	3.482779175
670	3.480088039
671	3.477030012
672	3.47534004
673	3.470258852
674	3.465816729
675	3.462490922
676	3.459859207
677	3.457152603
678	3.455413515
679	3.453458711
680	3.450626114
681	3.44866887
682	3.445364867
683	3.443986438
684	3.441055309
685	3.43931587
686	3.437955662
687	3.434784934
688	3.432994483
689	3.430288966
690	3.428411731
691	3.426336316
692	3.422845714
693	3.42153079
694	3.419192226
695	3.416933127
696	3.414466761
697	3.412065146
698	3.408278549
699	3.404060491
700	3.403207785
701	3.402354175
702	3.400448079
703	3.398131379
704	3.396006739
705	3.393597838
706	3.392507828
707	3.391295681
708	3.387327168
709	3.385888549
710	3.384674256
711	3.380758836
712	3.379263333
713	3.375761342
714	3.374120743
715	3.372164818
716	3.370166585
717	3.368677356
718	3.365979746
719	3.364568112
720	3.36069628
721	3.3570346
722	3.355123361
723	3.351161707
724	3.348970658
725	3.34519342
726	3.342352967
727	3.341209932
728	3.339701158
729	3.338358435
730	3.338128888
731	3.336260542
732	3.334007109
733	3.330311562
734	3.328360609
735	3.32539498
736	3.321553826
737	3.320504506
738	3.316540511
739	3.315491844
740	3.314495236
741	3.313142433
742	3.311139483
743	3.309170649
744	3.307524758
745	3.305081025
746	3.303446787
747	3.301921141
748	3.300624776
749	3.2992047
750	3.295655177
751	3.2933988
752	3.288723798
753	3.28749987
754	3.285077832
755	3.283485077
756	3.281509062
757	3.278119837
758	3.275324703
759	3.273925713
760	3.268985478
761	3.268292766
762	3.267489629
763	3.264306199
764	3.262567735
765	3.261408883
766	3.259288542
767	3.256000379
768	3.252556457
769	3.25053037
770	3.248932859
771	3.246408609
772	3.245215117
773	3.241103412
774	3.239544346
775	3.23383214
776	3.232620269
777	3.231889554
778	3.227322655
779	3.225956774
780	3.224758286
781	3.222799692
782	3.221930337
783	3.220061161
784	3.218336168
785	3.216947487
786	3.214328403
787	3.210914838
788	3.207704829
789	3.206740891
790	3.203753267
791	3.202350676
792	3.201574373
793	3.196553223
794	3.196037766
795	3.194752251
796	3.192653668
797	3.191395622
798	3.189493941
799	3.188175171
800	3.186787463
801	3.18552532
802	3.18262297
803	3.179816464
804	3.177937306
805	3.174777053
806	3.172644625
807	3.172138332
808	3.17042791
809	3.169245962
810	3.166383179
811	3.163484359
812	3.162984179
813	3.161556036
814	3.160179289
815	3.158294069
816	3.157156966
817	3.156187879
818	3.155191141
819	3.153636674
820	3.150632775
821	3.148464606
822	3.146594132
823	3.145461916
824	3.144071385
825	3.14231889
826	3.140618304
827	3.139558854
828	3.137811897
829	3.137373371
830	3.134239681
831	3.132429531
832	3.128222664
833	3.125376917
834	3.122098932
835	3.120894257
836	3.119202672
837	3.117402126
838	3.115831947
839	3.114864991
840	3.113247964
841	3.112796462
842	3.111569979
843	3.110543926
844	3.108735021
845	3.106753253
846	3.105665319
847	3.103485738
848	3.101771157
849	3.099400975
850	3.095574576
851	3.091936248
852	3.090949853
853	3.088579143
854	3.087418394
855	3.08610707
856	3.08261469
857	3.079999546
858	3.078839913
859	3.077358673
860	3.076095436
861	3.073565664
862	3.071020995
863	3.069000654
864	3.067818812
865	3.066613618
866	3.065998073
867	3.063186913
868	3.06183817
869	3.059780583
870	3.057194305
871	3.054634899
872	3.053368608
873	3.051341995
874	3.049922099
875	3.048327339
876	3.047412954
877	3.04624351
878	3.045146536
879	3.04397016
880	3.04221732
881	3.041358134
882	3.040125833
883	3.038598869
884	3.037392484
885	3.035930582
886	3.034572138
887	3.033268948
888	3.030755822
889	3.027913519
890	3.027111082
891	3.025728303
892	3.024643663
893	3.023625664
894	3.021588732
895	3.019060303
896	3.017925991
897	3.015381054
898	3.013941089
899	3.012799718
900	3.010854499
901	3.009209588
902	3.006691551
903	3.005184492
904	3.003462665
905	3.001329791
906	2.999273799
907	2.997903169
908	2.994339389
909	2.993399969
910	2.992269049
911	2.990257309
912	2.986307105
913	2.98527233
914	2.983309387
915	2.982256383
916	2.981155877
917	2.979709036
918	2.977094083
919	2.972509102
920	2.971368954
921	2.968834756
922	2.967552227
923	2.965541526
924	2.963275703
925	2.961285468
926	2.960458263
927	2.958496642
928	2.957072758
929	2.955352318
930	2.953092724
931	2.95177223
932	2.951023056
933	2.949781119
934	2.947347263
935	2.945760079
936	2.944273074
937	2.943050653
938	2.941901022
939	2.940496905
940	2.938967391
941	2.937169736
942	2.936016948
943	2.934695242
944	2.932404855
945	2.931008781
946	2.929477729
947	2.927081614
948	2.925902311
949	2.92443288
950	2.921891646
951	2.920799455
952	2.918748808
953	2.917006008
954	2.914643139
955	2.912627656
956	2.910949972
957	2.909172886
958	2.908153034
959	2.906652963
960	2.905101417
961	2.901343983
962	2.898248522
963	2.895173991
964	2.894201135
965	2.89259321
966	2.89150428
967	2.889611381
968	2.887559199
969	2.885248541
970	2.884166596
971	2.883196198
972	2.882125832
973	2.881180682
974	2.880027966
975	2.878258222
976	2.875547007
977	2.872700437
978	2.87122744
979	2.870115237
980	2.868824711
981	2.866647994
982	2.863031406
983	2.86213236
984	2.858922932
985	2.85596574
986	2.854254121
987	2.852170903
988	2.849931217
989	2.848962833
990	2.847863999
991	2.846923502
992	2.845916512
993	2.844966538
994	2.844139524
995	2.843071014
996	2.841667037
997	2.840666444
998	2.839565119
999	2.836760128
