date,CT_conf_cases,ME_conf_cases,MA_conf_cases,VT_conf_cases,vt_avg_temp,vt_prcp,me_avg_temp,me_prcp,ct_avg_temp,ct_prcp,ma_avg_temp,ma_prcp
2020-02-13,0,0,0,0,-50,38,-80.0,18.0,25.0,165.0,22.0,163.0
2020-02-14,0,0,0,0,-166,0,-188.0,0.0,-17.0,0.0,-25.0,0.0
2020-02-15,0,0,0,0,-138,0,-160.0,0.0,-88.0,0.0,-70.0,0.0
2020-02-16,0,0,0,0,-8,0,-72.0,0.0,-7.0,0.0,0.0,0.0
2020-02-17,0,0,0,0,-55,3,-85.0,3.0,26.0,0.0,19.0,0.0
2020-02-18,0,0,0,0,-39,28,-110.0,109.0,-5.0,43.0,0.0,38.0
2020-02-19,0,0,0,0,-22,0,-85.0,3.0,31.0,0.0,39.0,15.0
2020-02-20,0,0,0,0,-116,0,-158.0,0.0,-24.0,0.0,-23.0,0.0
2020-02-21,0,0,0,0,-113,0,-118.0,0.0,-52.0,0.0,-53.0,0.0
2020-02-22,0,0,0,0,-8,0,-58.0,0.0,3.0,0.0,14.0,0.0
2020-02-23,0,0,0,0,0,0,11.0,0.0,29.0,0.0,50.0,0.0
2020-02-24,0,0,0,0,64,0,25.0,0.0,63.0,0.0,83.0,0.0
2020-02-25,0,0,0,0,25,10,41.0,0.0,78.0,46.0,89.0,0.0
2020-02-26,0,0,0,0,0,3,9.0,0.0,69.0,20.0,61.0,56.0
2020-02-27,0,0,0,0,9,140,-22.0,124.0,59.0,257.0,64.0,191.0
2020-02-28,0,0,0,0,-30,10,-66.0,3.0,3.0,0.0,11.0,0.0
2020-02-29,0,0,0,0,-69,5,-102.0,0.0,-18.0,0.0,-11.0,0.0
2020-03-01,0,0,0,0,-69,3,-99.0,3.0,-32.0,0.0,-31.0,0.0
2020-03-02,0,0,1,0,0,0,-83.0,46.0,31.0,0.0,25.0,0.0
2020-03-03,0,0,1,0,67,28,42.0,0.0,107.0,38.0,133.0,0.0
2020-03-04,0,0,1,0,53,0,0.0,66.0,89.0,0.0,83.0,25.0
2020-03-05,0,0,5,0,28,0,-11.0,0.0,62.0,0.0,61.0,0.0
2020-03-06,0,0,10,0,14,0,-41.0,8.0,32.0,0.0,30.0,0.0
2020-03-07,0,0,30,0,-33,0,-58.0,0.0,37.0,0.0,27.0,20.0
2020-03-08,0,0,39,0,20,0,-16.0,0.0,43.0,0.0,41.0,0.0
2020-03-09,0,0,42,0,116,0,33.0,0.0,127.0,0.0,136.0,0.0
2020-03-10,0,0,51,0,83,30,9.0,5.0,141.0,0.0,139.0,0.0
2020-03-11,0,0,58,0,-3,0,-11.0,0.0,94.0,0.0,97.0,0.0
2020-03-12,0,0,67,0,39,0,-36.0,0.0,55.0,18.0,36.0,0.0
2020-03-13,0,0,84,0,78,53,0.0,183.0,78.0,251.0,102.0,51.0
2020-03-14,1,0,108,0,47,0,-16.0,0.0,69.0,0.0,77.0,0.0
2020-03-15,2,0,119,0,-30,0,-71.0,0.0,57.0,0.0,36.0,0.0
2020-03-16,4,0,157,0,-19,0,-83.0,0.0,7.0,0.0,0.0,0.0
2020-03-17,7,0,209,0,39,0,-33.0,69.0,24.0,18.0,28.0,15.0
2020-03-18,11,0,268,0,39,0,-25.0,0.0,68.0,0.0,50.0,0.0
2020-03-19,18,0,326,0,58,0,-8.0,8.0,54.0,221.0,55.0,142.0
2020-03-20,29,0,400,0,108,36,44.0,13.0,88.0,15.0,116.0,8.0
2020-03-21,29,0,464,0,-14,0,-36.0,0.0,86.0,0.0,80.0,0.0
2020-03-22,54,0,526,0,-33,0,-85.0,0.0,6.0,0.0,0.0,0.0
2020-03-23,61,0,658,0,-16,114,-52.0,58.0,3.0,290.0,2.0,99.0
2020-03-24,88,0,800,0,8,0,-8.0,5.0,40.0,0.0,58.0,457.0
2020-03-25,116,0,942,0,17,0,-5.0,0.0,29.0,0.0,50.0,0.0
2020-03-26,138,0,1129,0,66,10,14.0,0.0,57.0,0.0,55.0,0.0
2020-03-27,189,0,1305,0,50,0,11.0,0.0,116.0,0.0,105.0,0.0
2020-03-28,228,0,1454,0,45,0,20.0,0.0,64.0,86.0,55.0,0.0
2020-03-29,276,0,1549,0,66,142,28.0,155.0,67.0,173.0,61.0,122.0
2020-03-30,330,0,1804,0,53,91,-11.0,64.0,51.0,3.0,47.0,122.0
2020-03-31,393,0,2078,0,45,3,-6.0,0.0,51.0,0.0,30.0,18.0
2020-04-01,469,0,2349,0,28,0,3.0,18.0,50.0,0.0,19.0,0.0
2020-04-02,539,0,2608,0,41,66,30.0,264.0,72.0,28.0,58.0,61.0
2020-04-03,679,0,2920,0,72,48,44.0,66.0,74.0,23.0,58.0,343.0
2020-04-04,726,0,3141,0,83,5,36.0,0.0,93.0,0.0,55.0,102.0
2020-04-05,751,0,3393,0,83,3,64.0,5.0,108.0,0.0,75.0,0.0
2020-04-06,882,0,3828,0,75,0,34.0,0.0,110.0,0.0,100.0,0.0
2020-04-07,1045,0,4267,0,75,0,3.0,0.0,124.0,0.0,102.0,0.0
2020-04-08,1045,0,4690,0,72,0,9.0,0.0,106.0,33.0,80.0,10.0
2020-04-09,1471,0,5197,1,66,99,6.0,229.0,80.0,119.0,66.0,185.0
2020-04-10,1615,0,5684,1,30,38,-8.0,53.0,62.0,0.0,64.0,18.0
2020-04-11,1832,0,5999,1,47,0,3.0,0.0,66.0,0.0,64.0,0.0
2020-04-12,1914,0,6244,1,77,0,34.0,0.0,76.0,0.0,69.0,0.0
2020-04-13,2243,0,6645,1,130,61,64.0,226.0,134.0,434.0,136.0,488.0
2020-04-14,2370,0,7375,1,66,0,53.0,0.0,114.0,0.0,111.0,5.0
2020-04-15,2570,0,7981,1,42,0,17.0,0.0,83.0,0.0,83.0,5.0
2020-04-16,2859,0,8628,1,28,3,-3.0,0.0,48.0,0.0,44.0,0.0
2020-04-17,3015,0,9390,1,33,0,-2.0,0.0,42.0,36.0,52.0,0.0
2020-04-18,3196,0,9768,1,48,0,3.0,0.0,30.0,109.0,39.0,191.0
2020-04-19,3351,1,10072,2,70,0,48.0,3.0,72.0,0.0,80.0,0.0
2020-04-20,3823,1,10649,2,36,5,11.0,0.0,93.0,0.0,78.0,0.0
2020-04-21,3951,1,11119,2,39,13,17.0,157.0,67.0,155.0,47.0,86.0
2020-04-22,4128,1,11871,2,6,0,-36.0,3.0,41.0,0.0,38.0,0.0
2020-04-23,4303,1,12373,2,45,0,-11.0,0.0,44.0,0.0,58.0,0.0
2020-04-24,4570,1,12837,2,61,0,31.0,0.0,59.0,51.0,66.0,102.0
2020-04-25,4761,1,13222,2,111,0,61.0,0.0,93.0,0.0,75.0,0.0
2020-04-26,4989,1,13405,2,89,81,64.0,0.0,88.0,81.0,77.0,64.0
2020-04-27,5157,1,13835,2,61,36,36.0,8.0,49.0,15.0,44.0,284.0
2020-04-28,5224,1,14292,2,89,0,66.0,0.0,83.0,5.0,55.0,43.0
2020-04-29,5388,1,14687,2,100,0,75.0,0.0,94.0,0.0,58.0,0.0
2020-04-30,5601,1,15171,2,100,10,58.0,3.0,86.0,279.0,94.0,0.0
2020-05-01,5931,1,15616,2,139,25,67.0,119.0,139.0,185.0,133.0,236.0
2020-05-02,6112,1,15867,2,108,0,77.0,0.0,148.0,3.0,144.0,13.0
2020-05-03,6112,1,16018,2,175,5,114.0,5.0,184.0,0.0,178.0,0.0
2020-05-04,6173,1,16387,2,102,5,66.0,36.0,168.0,0.0,177.0,0.0
2020-05-05,6351,1,16725,2,72,0,44.0,0.0,98.0,0.0,103.0,0.0
2020-05-06,6530,1,17060,2,77,0,58.0,0.0,83.0,5.0,72.0,0.0
2020-05-07,6750,1,17386,2,91,8,78.0,0.0,107.0,0.0,102.0,28.0
2020-05-08,6904,1,17731,2,64,25,39.0,15.0,104.0,56.0,108.0,23.0
2020-05-09,7105,1,17878,2,25,18,-3.0,56.0,47.0,3.0,50.0,114.0
2020-05-10,7263,1,17981,2,75,0,11.0,0.0,72.0,0.0,83.0,0.0
2020-05-11,7358,1,18199,2,72,163,86.0,48.0,97.0,51.0,122.0,51.0
2020-05-12,7528,1,18465,2,61,0,20.0,112.0,86.0,0.0,94.0,0.0
2020-05-13,7732,1,18724,2,75,0,42.0,0.0,86.0,0.0,89.0,0.0
2020-05-14,7935,1,18973,2,106,0,89.0,0.0,124.0,5.0,119.0,0.0
2020-05-15,8126,1,19186,2,166,147,89.0,51.0,175.0,91.0,191.0,18.0
2020-05-16,8299,1,19316,2,139,0,88.0,58.0,195.0,8.0,161.0,269.0
2020-05-17,8723,1,19397,2,153,0,116.0,0.0,159.0,0.0,136.0,0.0
2020-05-18,8957,1,19699,2,158,0,105.0,0.0,146.0,0.0,128.0,0.0
2020-05-19,9050,1,19901,2,133,0,111.0,0.0,147.0,0.0,97.0,0.0
2020-05-20,9234,1,20071,2,155,0,142.0,0.0,137.0,0.0,105.0,0.0
2020-05-21,9299,1,20271,2,197,0,166.0,0.0,138.0,0.0,139.0,0.0
2020-05-22,9463,1,20432,3,200,0,216.0,0.0,182.0,0.0,191.0,0.0
2020-05-23,9545,1,20526,3,191,0,122.0,0.0,201.0,0.0,153.0,3.0
2020-05-24,9686,1,20588,3,183,0,119.0,0.0,147.0,0.0,108.0,0.0
2020-05-25,9841,1,20625,3,208,0,114.0,0.0,153.0,3.0,122.0,3.0
2020-05-26,9917,1,20785,3,261,0,213.0,0.0,202.0,0.0,186.0,0.0
2020-05-27,9962,1,20940,3,286,0,233.0,0.0,209.0,0.0,227.0,0.0
2020-05-28,10078,1,21069,3,264,0,230.0,0.0,212.0,0.0,222.0,0.0
2020-05-29,10146,1,21195,3,250,249,241.0,28.0,222.0,0.0,236.0,8.0
2020-05-30,10207,1,21248,3,175,15,161.0,0.0,221.0,3.0,225.0,10.0
2020-05-31,10296,1,21298,3,97,3,72.0,10.0,170.0,0.0,183.0,0.0
2020-06-01,10448,1,21396,3,100,3,61.0,0.0,119.0,0.0,130.0,0.0
2020-06-02,10536,1,21460,3,125,0,94.0,0.0,131.0,0.0,130.0,8.0
2020-06-03,10593,1,21550,3,147,10,111.0,5.0,193.0,0.0,200.0,18.0
2020-06-04,10636,1,21610,3,197,3,155.0,0.0,238.0,0.0,228.0,0.0
2020-06-05,10677,1,21666,3,241,0,205.0,0.0,232.0,5.0,230.0,25.0
2020-06-06,10747,1,21696,3,214,36,167.0,137.0,242.0,51.0,255.0,30.0
2020-06-07,10809,1,21725,3,167,0,122.0,5.0,191.0,0.0,169.0,28.0
2020-06-08,10844,1,21777,3,161,0,136.0,0.0,177.0,0.0,166.0,0.0
2020-06-09,10859,1,21845,3,175,13,153.0,0.0,219.0,0.0,186.0,0.0
2020-06-10,10924,1,21889,3,200,0,144.0,0.0,231.0,0.0,194.0,0.0
2020-06-11,10967,1,21924,3,222,28,133.0,33.0,218.0,51.0,214.0,71.0
2020-06-12,11103,1,21971,3,191,0,175.0,0.0,231.0,0.0,236.0,0.0
2020-06-13,11189,1,21995,3,108,3,94.0,0.0,182.0,0.0,197.0,0.0
2020-06-14,11218,1,22020,3,147,0,116.0,3.0,151.0,0.0,152.0,0.0
2020-06-15,11231,1,22082,3,164,0,147.0,0.0,182.0,0.0,163.0,0.0
2020-06-16,11261,1,22127,3,188,0,189.0,0.0,188.0,0.0,155.0,0.0
2020-06-17,11284,1,22191,3,219,0,211.0,0.0,201.0,0.0,169.0,0.0
2020-06-18,11322,1,22230,3,238,0,242.0,0.0,231.0,0.0,230.0,0.0
2020-06-19,11358,1,22263,3,272,0,250.0,0.0,244.0,0.0,255.0,0.0
2020-06-20,11392,2,22283,3,266,0,267.0,0.0,254.0,0.0,266.0,0.0
2020-06-21,11405,2,22302,3,272,0,225.0,0.0,261.0,0.0,264.0,43.0
2020-06-22,11414,2,22344,3,278,0,211.0,0.0,270.0,0.0,211.0,0.0
2020-06-23,11443,2,22389,3,289,0,239.0,0.0,255.0,0.0,250.0,0.0
2020-06-24,11450,2,22424,3,233,84,183.0,30.0,258.0,0.0,255.0,0.0
2020-06-25,11483,2,22476,3,216,0,183.0,0.0,231.0,0.0,236.0,0.0
2020-06-26,11511,2,22515,3,236,0,200.0,3.0,241.0,0.0,233.0,48.0
2020-06-27,11558,3,22540,3,233,3,200.0,0.0,206.0,102.0,216.0,8.0
2020-06-28,11587,3,22557,3,228,8,216.0,0.0,219.0,0.0,233.0,152.0
2020-06-29,11623,3,22595,3,200,74,183.0,61.0,217.0,0.0,202.0,124.0
2020-06-30,11662,3,22636,3,225,216,183.0,114.0,204.0,107.0,183.0,20.0
2020-07-01,11691,3,22664,3,228,51,211.0,0.0,208.0,3.0,202.0,5.0
2020-07-02,11716,3,22702,3,258,0,239.0,3.0,232.0,0.0,244.0,0.0
2020-07-03,11728,3,22726,3,247,13,186.0,0.0,250.0,28.0,219.0,0.0
2020-07-04,11728,3,22738,3,244,0,203.0,0.0,219.0,0.0,208.0,8.0
2020-07-05,11728,4,22756,3,236,0,186.0,94.0,252.0,0.0,233.0,0.0
2020-07-06,11794,4,22797,4,231,0,180.0,0.0,253.0,0.0,205.0,28.0
2020-07-07,11812,4,22847,4,239,3,194.0,0.0,209.0,0.0,211.0,0.0
2020-07-08,11835,4,22876,4,261,124,189.0,114.0,227.0,3.0,250.0,0.0
2020-07-09,11866,5,22922,5,272,0,230.0,0.0,266.0,0.0,275.0,0.0
2020-07-10,11892,5,22962,5,294,0,241.0,0.0,251.0,25.0,250.0,0.0
2020-07-11,11892,5,22987,5,275,61,222.0,132.0,259.0,18.0,275.0,8.0
2020-07-12,11892,5,23003,5,250,23,233.0,46.0,263.0,0.0,269.0,0.0
2020-07-13,11949,5,23039,5,233,0,214.0,56.0,265.0,0.0,253.0,51.0
2020-07-14,11950,5,23082,5,222,0,175.0,0.0,241.0,5.0,214.0,0.0
2020-07-15,11980,4,23136,5,230,0,178.0,0.0,219.0,0.0,194.0,5.0
2020-07-16,12016,4,23183,5,227,0,158.0,0.0,226.0,0.0,169.0,0.0
2020-07-17,12046,4,23231,5,233,43,128.0,41.0,196.0,30.0,183.0,46.0
2020-07-18,12046,4,23257,5,266,0,208.0,0.0,253.0,0.0,255.0,0.0
2020-07-19,12046,4,23281,5,280,18,230.0,0.0,280.0,0.0,281.0,0.0
2020-07-20,12082,4,23324,5,283,3,250.0,0.0,291.0,0.0,288.0,0.0
2020-07-21,12101,4,23361,4,230,0,194.0,0.0,273.0,0.0,263.0,0.0
2020-07-22,12147,4,23396,4,225,0,189.0,0.0,261.0,3.0,236.0,13.0
2020-07-23,12145,3,23441,4,241,99,214.0,147.0,261.0,135.0,272.0,84.0
2020-07-24,12340,3,23493,4,236,0,219.0,0.0,243.0,0.0,236.0,0.0
2020-07-25,12340,3,23520,4,242,0,222.0,0.0,251.0,0.0,244.0,0.0
2020-07-26,12340,3,23534,4,261,0,205.0,175.0,280.0,0.0,283.0,0.0
2020-07-27,12390,3,23590,4,283,173,239.0,69.0,287.0,0.0,302.0,0.0
2020-07-28,12401,3,23642,4,269,3,241.0,3.0,298.0,0.0,311.0,0.0
2020-07-29,12542,3,23714,4,241,10,228.0,20.0,257.0,0.0,272.0,0.0
2020-07-30,12561,3,23771,4,241,0,211.0,18.0,269.0,0.0,278.0,0.0
2020-07-31,12645,3,23836,4,227,0,208.0,0.0,255.0,0.0,244.0,0.0
2020-08-01,12645,3,23860,4,239,0,211.0,0.0,253.0,0.0,239.0,0.0
2020-08-02,12645,3,23883,4,253,333,228.0,0.0,256.0,25.0,267.0,0.0
2020-08-03,12701,3,23932,4,233,0,225.0,8.0,277.0,13.0,303.0,0.0
2020-08-04,12711,3,23982,4,200,635,200.0,178.0,242.0,38.0,267.0,25.0
2020-08-05,12733,3,24044,4,222,33,225.0,13.0,253.0,0.0,283.0,0.0
2020-08-06,12745,3,24110,4,200,0,180.0,0.0,223.0,0.0,272.0,0.0
2020-08-07,12761,3,24170,4,211,0,200.0,0.0,225.0,3.0,211.0,0.0
2020-08-08,12761,3,24195,6,233,0,211.0,0.0,248.0,0.0,225.0,0.0
2020-08-09,12761,4,24209,6,241,0,217.0,5.0,259.0,0.0,269.0,0.0
2020-08-10,12800,4,24268,6,261,41,225.0,0.0,274.0,0.0,283.0,0.0
2020-08-11,12826,4,24302,6,275,292,244.0,0.0,277.0,0.0,289.0,0.0
2020-08-12,12830,4,24363,6,252,0,238.0,3.0,275.0,48.0,294.0,0.0
2020-08-13,12855,6,24420,6,239,0,219.0,0.0,254.0,0.0,253.0,0.0
2020-08-14,12871,6,24468,6,228,0,208.0,0.0,243.0,0.0,214.0,0.0
2020-08-15,12871,11,24497,6,222,0,197.0,0.0,221.0,0.0,191.0,0.0
2020-08-16,12871,11,24519,6,227,0,189.0,0.0,197.0,5.0,200.0,18.0
2020-08-17,12956,12,24579,6,205,13,186.0,0.0,215.0,74.0,200.0,38.0
2020-08-18,12949,12,24647,6,208,61,164.0,114.0,226.0,0.0,241.0,76.0
2020-08-19,12956,7,24725,6,186,5,161.0,8.0,202.0,0.0,200.0,13.0
2020-08-20,12978,7,24786,6,178,0,158.0,0.0,199.0,0.0,200.0,0.0
2020-08-21,13002,7,24855,6,219,8,164.0,48.0,224.0,0.0,244.0,0.0
2020-08-22,13002,7,24887,6,219,0,180.0,0.0,249.0,0.0,239.0,36.0
2020-08-23,13002,7,24905,6,228,20,183.0,0.0,250.0,0.0,247.0,89.0
2020-08-24,13180,7,24975,6,247,46,194.0,196.0,252.0,46.0,252.0,28.0
2020-08-25,13184,7,25064,6,225,0,186.0,64.0,250.0,28.0,267.0,0.0
2020-08-26,13273,8,25142,6,161,0,128.0,0.0,202.0,0.0,202.0,0.0
2020-08-27,13307,8,25210,6,139,0,133.0,0.0,175.0,152.0,186.0,84.0
2020-08-28,13392,8,25297,6,203,0,153.0,0.0,205.0,0.0,214.0,0.0
2020-08-29,13392,8,25328,6,197,193,122.0,89.0,207.0,127.0,205.0,56.0
2020-08-30,13392,8,25355,6,186,0,119.0,0.0,218.0,0.0,214.0,0.0
2020-08-31,13504,8,25423,6,175,0,130.0,0.0,170.0,0.0,169.0,0.0
2020-09-01,13529,8,25498,6,191,0,155.0,0.0,194.0,0.0,186.0,0.0
2020-09-02,13561,8,25564,6,211,15,152.0,10.0,188.0,86.0,183.0,56.0
2020-09-03,13598,8,25495,6,211,0,186.0,0.0,238.0,124.0,231.0,8.0
2020-09-04,13635,8,25558,6,206,0,186.0,0.0,236.0,0.0,247.0,0.0
2020-09-05,13635,8,25629,6,183,0,150.0,0.0,188.0,0.0,200.0,0.0
2020-09-06,13635,8,25712,6,169,0,144.0,0.0,200.0,0.0,208.0,0.0
2020-09-07,13635,8,25752,6,194,0,144.0,10.0,217.0,0.0,222.0,0.0
2020-09-08,13771,8,25792,6,222,0,177.0,0.0,222.0,0.0,222.0,0.0
2020-09-09,13796,8,25847,6,205,0,191.0,0.0,222.0,0.0,236.0,0.0
2020-09-10,13853,8,25931,6,205,3,169.0,3.0,229.0,28.0,253.0,3.0
2020-09-11,13886,8,26021,6,130,0,114.0,0.0,212.0,0.0,219.0,51.0
2020-09-12,13886,8,26138,6,144,0,125.0,0.0,157.0,0.0,152.0,0.0
2020-09-13,13886,8,26182,6,188,38,130.0,18.0,168.0,0.0,161.0,0.0
2020-09-14,14060,8,26246,6,141,0,117.0,0.0,208.0,0.0,214.0,0.0
2020-09-15,14099,8,26304,6,108,0,100.0,0.0,130.0,0.0,141.0,0.0
2020-09-16,14130,8,26383,6,180,0,133.0,0.0,147.0,0.0,166.0,0.0
2020-09-17,14205,8,26469,6,147,0,108.0,0.0,178.0,0.0,205.0,0.0
2020-09-18,14253,8,26545,6,103,0,86.0,0.0,162.0,0.0,166.0,0.0
2020-09-19,14253,8,26644,6,77,0,72.0,0.0,111.0,0.0,125.0,0.0
2020-09-20,14253,8,26732,6,86,0,69.0,0.0,99.0,0.0,102.0,0.0
2020-09-21,14370,8,26784,6,94,0,86.0,0.0,92.0,0.0,102.0,0.0
2020-09-22,14414,9,26820,6,100,0,88.0,0.0,99.0,0.0,108.0,0.0
2020-09-23,14456,9,26943,6,152,0,158.0,0.0,159.0,0.0,192.0,0.0
2020-09-24,14506,9,27014,6,181,0,147.0,0.0,186.0,0.0,194.0,0.0
2020-09-25,14539,9,27103,6,164,0,122.0,8.0,185.0,0.0,175.0,0.0
2020-09-26,14539,9,27201,6,192,0,169.0,0.0,196.0,0.0,203.0,0.0
2020-09-27,14539,9,27340,6,233,0,180.0,0.0,214.0,8.0,227.0,0.0
2020-09-28,14670,9,27392,6,228,8,205.0,13.0,227.0,0.0,233.0,38.0
2020-09-29,14737,9,27507,6,200,135,203.0,20.0,207.0,114.0,219.0,0.0
2020-09-30,14801,9,27624,6,161,384,144.0,318.0,201.0,175.0,194.0,109.0
2020-10-01,14874,9,27779,6,156,0,136.0,0.0,171.0,0.0,189.0,0.0
2020-10-02,14989,9,27961,6,108,142,94.0,142.0,136.0,36.0,158.0,0.0
2020-10-03,14989,9,28101,6,114,30,83.0,0.0,111.0,0.0,119.0,0.0
2020-10-04,14989,9,28243,6,117,0,75.0,8.0,103.0,0.0,114.0,0.0
2020-10-05,15235,9,28308,6,136,0,97.0,0.0,133.0,0.0,130.0,8.0
2020-10-06,15272,9,28392,6,150,0,100.0,0.0,142.0,3.0,144.0,0.0
2020-10-07,15341,9,28533,6,136,124,128.0,66.0,158.0,36.0,183.0,28.0
2020-10-08,15434,10,28638,6,67,0,55.0,0.0,140.0,0.0,139.0,0.0
2020-10-09,15520,10,28796,6,70,0,53.0,0.0,113.0,0.0,94.0,0.0
2020-10-10,15520,10,28917,6,175,104,139.0,86.0,174.0,0.0,181.0,0.0
2020-10-11,15520,10,29055,6,83,0,47.0,0.0,168.0,0.0,133.0,0.0
2020-10-12,15836,10,29225,6,83,0,36.0,0.0,106.0,18.0,92.0,0.0
2020-10-13,15949,10,29358,6,103,48,47.0,582.0,107.0,384.0,136.0,526.0
2020-10-14,16010,10,29460,6,127,0,97.0,41.0,139.0,0.0,152.0,13.0
2020-10-15,16058,10,29587,6,161,13,108.0,0.0,132.0,0.0,150.0,0.0
2020-10-16,16273,10,29728,6,105,183,103.0,229.0,150.0,404.0,166.0,51.0
2020-10-17,16273,10,29845,6,83,0,42.0,602.0,102.0,124.0,102.0,432.0
2020-10-18,16273,10,29986,6,89,0,58.0,0.0,71.0,0.0,80.0,0.0
2020-10-19,16568,10,30182,6,133,66,83.0,56.0,98.0,0.0,89.0,0.0
2020-10-20,16717,10,30367,6,119,18,81.0,30.0,152.0,0.0,139.0,0.0
2020-10-21,16795,10,30502,6,141,53,78.0,3.0,177.0,0.0,175.0,13.0
2020-10-22,16911,10,30656,6,117,0,100.0,0.0,198.0,0.0,169.0,0.0
2020-10-23,17062,10,30831,6,180,0,100.0,0.0,188.0,8.0,161.0,0.0
2020-10-24,17062,10,31032,6,122,30,69.0,15.0,164.0,0.0,169.0,0.0
2020-10-25,17062,10,31257,6,41,0,8.0,0.0,81.0,0.0,97.0,0.0
2020-10-26,17516,10,31401,7,61,20,6.0,56.0,80.0,8.0,92.0,3.0
2020-10-27,17672,10,31594,7,39,3,11.0,0.0,106.0,3.0,102.0,0.0
2020-10-28,17783,10,31808,7,64,0,-22.0,0.0,89.0,102.0,91.0,69.0
2020-10-29,17995,10,32015,7,50,36,14.0,0.0,83.0,290.0,75.0,229.0
2020-10-30,18184,10,32295,7,-5,0,-25.0,0.0,31.0,135.0,36.0,356.0
2020-10-31,18184,10,32557,7,-3,0,-11.0,0.0,-2.0,0.0,3.0,0.0
2020-11-01,18184,11,32781,9,69,33,3.0,15.0,41.0,112.0,36.0,28.0
2020-11-02,18739,11,32907,11,25,13,0.0,104.0,46.0,0.0,47.0,89.0
2020-11-03,19043,11,33119,11,6,8,-52.0,25.0,39.0,0.0,30.0,3.0
2020-11-04,19131,11,33452,13,61,0,-36.0,0.0,51.0,0.0,58.0,0.0
