iter	RMSE
617	3.21045373
618	3.206092037
619	3.202460617
620	3.19998967
621	3.195291625
622	3.192342582
623	3.189030518
624	3.186140709
625	3.183948911
626	3.180629541
627	3.178249286
628	3.175011958
629	3.170886564
630	3.168846307
631	3.163443993
632	3.16072175
633	3.158117679
634	3.155416909
635	3.152605432
636	3.151424888
637	3.148926014
638	3.146065041
639	3.14382974
640	3.141256401
641	3.138449844
642	3.136395685
643	3.132366056
644	3.13044859
645	3.127176874
646	3.125394727
647	3.123695082
648	3.122091279
649	3.119455797
650	3.117129932
651	3.11537189
652	3.111904893
653	3.109315341
654	3.106981573
655	3.104461418
656	3.103378564
657	3.101341622
658	3.099373611
659	3.096806011
660	3.095314911
661	3.092053762
662	3.089757159
663	3.087789431
664	3.086197342
665	3.084196481
666	3.082039493
667	3.080177821
668	3.077929297
669	3.075452526
670	3.073966839
671	3.071402654
672	3.068246104
673	3.065668509
674	3.063625286
675	3.061742463
676	3.060341437
677	3.058474391
678	3.056296987
679	3.054507082
680	3.052790172
681	3.051578134
682	3.050225877
683	3.046134642
684	3.043734239
685	3.041955222
686	3.038209753
687	3.036435367
688	3.034291897
689	3.033270598
690	3.031561398
691	3.028592632
692	3.024527133
693	3.023139936
694	3.021171056
695	3.016606258
696	3.014704343
697	3.012643304
698	3.010889837
699	3.009081877
700	3.007311674
701	3.004944798
702	3.002688801
703	3.001536267
704	2.999780798
705	2.998352878
706	2.996365741
707	2.995005448
708	2.992854549
709	2.991515351
710	2.989765679
711	2.988093155
712	2.986775241
713	2.984588219
714	2.9825682
715	2.978371566
716	2.973783446
717	2.971803172
718	2.970259566
719	2.968126561
720	2.966719496
721	2.964746755
722	2.96311836
723	2.961488881
724	2.956813519
725	2.954187267
726	2.950875989
727	2.948941663
728	2.948271546
729	2.945324585
730	2.943322304
731	2.941473844
732	2.939638236
733	2.936568452
734	2.935335873
735	2.932613982
736	2.931202739
737	2.927625815
738	2.926343135
739	2.923809518
740	2.919681435
741	2.916335282
742	2.913636703
743	2.910884482
744	2.90719777
745	2.905029827
746	2.903177175
747	2.901615245
748	2.898519556
749	2.896788066
750	2.895185889
751	2.892684184
752	2.88971899
753	2.888885186
754	2.885151981
755	2.882853145
756	2.881818859
757	2.87994475
758	2.876279819
759	2.873918404
760	2.871114492
761	2.868072428
762	2.867472001
763	2.861996223
764	2.860441053
765	2.858424646
766	2.856015295
767	2.85404445
768	2.852314363
769	2.850632077
770	2.848552263
771	2.846920073
772	2.844477254
773	2.840564316
774	2.837213479
775	2.835422991
776	2.832736411
777	2.831646351
778	2.829198717
779	2.826754237
780	2.825162717
781	2.823010125
782	2.821808884
783	2.821218573
784	2.818322244
785	2.817015754
786	2.814252694
787	2.809073661
788	2.808326695
789	2.806622634
790	2.805367151
791	2.803410391
792	2.801707928
793	2.799049942
794	2.797920605
795	2.796246743
796	2.794101881
797	2.793270698
798	2.790505604
799	2.788085959
800	2.786018299
801	2.785308271
802	2.784280264
803	2.78287092
804	2.780892256
805	2.778560036
806	2.776403569
807	2.775268744
808	2.770852155
809	2.767247491
810	2.763750193
811	2.761019338
812	2.758422833
813	2.756548614
814	2.75489066
815	2.752464985
816	2.749173225
817	2.748156305
818	2.746863675
819	2.743207125
820	2.742111466
821	2.741080372
822	2.739853722
823	2.735660766
824	2.732510116
825	2.730381414
826	2.728450057
827	2.726857273
828	2.725849334
829	2.72491045
830	2.724091162
831	2.723110823
832	2.720978088
833	2.718767248
834	2.717037309
835	2.714544096
836	2.712980677
837	2.711233182
838	2.707952906
839	2.705802194
840	2.704545973
841	2.701052305
842	2.699737143
843	2.697393368
844	2.694108715
845	2.691537292
846	2.690011444
847	2.688411026
848	2.6865961
849	2.684957364
850	2.682237397
851	2.680577933
852	2.676766448
853	2.674422783
854	2.673930649
855	2.672662605
856	2.669658267
857	2.667533243
858	2.666532814
859	2.664133307
860	2.662349474
861	2.66048949
862	2.65794753
863	2.656472457
864	2.653321276
865	2.651487124
866	2.650658269
867	2.647552685
868	2.646703634
869	2.64569885
870	2.642719036
871	2.642073847
872	2.640188937
873	2.639303086
874	2.636735028
875	2.634535756
876	2.633344904
877	2.632319767
878	2.631908444
879	2.629335211
880	2.628492404
881	2.62498651
882	2.623035253
883	2.620685841
884	2.61936879
885	2.618399276
886	2.617724387
887	2.616577036
888	2.614862735
889	2.613522884
890	2.61156766
891	2.611037061
892	2.608650595
893	2.607942913
894	2.607166978
895	2.604430977
896	2.6032495
897	2.602097348
898	2.600682251
899	2.599919921
900	2.598383837
901	2.597129836
902	2.594409243
903	2.590298571
904	2.589063922
905	2.586828508
906	2.585758682
907	2.584743455
908	2.583799645
909	2.582332175
910	2.580354713
911	2.579368329
912	2.57774418
913	2.57585552
914	2.575289004
915	2.573444159
916	2.569844326
917	2.56689496
918	2.56525885
919	2.563921657
920	2.563152162
921	2.560751589
922	2.560054569
923	2.557507634
924	2.555752997
925	2.553570316
926	2.55201651
927	2.550851213
928	2.549852879
929	2.549205416
930	2.548446668
931	2.547811182
932	2.546968055
933	2.545985373
934	2.543420217
935	2.540718416
936	2.539222946
937	2.53637964
938	2.535127564
939	2.533370646
940	2.531797866
941	2.530789088
942	2.530406676
943	2.528910666
944	2.526747269
945	2.524696498
946	2.523306313
947	2.521681493
948	2.519429532
949	2.516885748
950	2.516194988
951	2.515477892
952	2.514829846
953	2.512920148
954	2.511392735
955	2.509172934
956	2.507715347
957	2.504982057
958	2.503900722
959	2.502083173
960	2.500245181
961	2.498891545
962	2.498218385
963	2.496400322
964	2.495485594
965	2.494704072
966	2.494089341
967	2.491695353
968	2.489826809
969	2.48880602
970	2.487378791
971	2.486775698
972	2.484417921
973	2.483106099
974	2.482363098
975	2.479342444
976	2.476942313
977	2.475274231
978	2.473321688
979	2.47198417
980	2.471113387
981	2.467895035
982	2.466695647
983	2.464889004
984	2.463785674
985	2.461217867
986	2.460084443
987	2.458941569
988	2.457395998
989	2.45667921
990	2.455168146
991	2.45440588
992	2.452104666
993	2.450296785
994	2.448669864
995	2.446846346
996	2.443238858
997	2.442558463
998	2.439287441
999	2.435362426
