iter	RMSE
510	31.12956727
511	31.07813562
512	31.00202545
513	30.91909416
514	30.87581453
515	30.83808291
516	30.75132898
517	30.69925817
518	30.57035733
519	30.51507525
520	30.47270559
521	30.33915634
522	30.28415146
523	30.16919953
524	30.10903452
525	30.02715169
526	29.98713328
527	29.94715169
528	29.914099
529	29.86011936
530	29.74646336
531	29.64798765
532	29.60905296
533	29.57141531
534	29.52160965
535	29.4923992
536	29.41880769
537	29.3496351
538	29.31372616
539	29.23741871
540	29.1529618
541	29.10892158
542	29.08294037
543	29.04811714
544	28.99736503
545	28.92075938
546	28.82985682
547	28.77981347
548	28.74649091
549	28.67244636
550	28.62363931
551	28.50719436
552	28.41766062
553	28.35884827
554	28.23345234
555	28.18829724
556	28.07836557
557	27.99416133
558	27.97285654
559	27.84772643
560	27.77140932
561	27.68883915
562	27.67257425
563	27.62387194
564	27.6080417
565	27.59252267
566	27.55874026
567	27.51112036
568	27.40815892
569	27.36511833
570	27.25298586
571	27.23691349
572	27.15269223
573	27.11988413
574	27.07705233
575	27.01702743
576	26.98532485
577	26.94378139
578	26.86736826
579	26.79265053
580	26.71119979
581	26.6801431
582	26.6497359
583	26.60908189
584	26.54070081
585	26.4602381
586	26.39137864
587	26.28762091
588	26.23860654
589	26.18106535
590	26.11064624
591	26.08434159
592	26.04967128
593	25.95263429
594	25.90900846
595	25.8435117
596	25.81398923
597	25.75124499
598	25.6938275
599	25.68506582
600	25.61373068
601	25.56997807
602	25.53738296
603	25.46496499
604	25.45108894
605	25.41606473
606	25.38244268
607	25.36783743
608	25.30752342
609	25.26820706
610	25.25806807
611	25.25125008
612	25.18512672
613	25.13669842
614	25.06049486
615	25.0247738
616	24.93207761
617	24.90355088
618	24.87496751
619	24.82517633
620	24.80278791
621	24.75818751
622	24.71285517
623	24.68221389
624	24.6180052
625	24.5824574
626	24.55063275
627	24.51631082
628	24.48402276
629	24.43410773
630	24.39969423
631	24.37243476
632	24.34664319
633	24.31740626
634	24.26292031
635	24.24907328
636	24.1929557
637	24.14874366
638	24.09573383
639	24.02279028
640	23.99174685
641	23.92837648
642	23.84971245
643	23.79731656
644	23.73067177
645	23.6666203
646	23.61246673
647	23.52745888
648	23.47582933
649	23.43042979
650	23.40696561
651	23.39750146
652	23.35255719
653	23.31275005
654	23.28211545
655	23.23472388
656	23.1897846
657	23.1665334
658	23.10456176
659	23.07133584
660	23.03449373
661	22.97137048
662	22.91964137
663	22.87619379
664	22.83390865
665	22.79423381
666	22.74009343
667	22.73045558
668	22.68931586
669	22.64605769
670	22.59378905
671	22.49947575
672	22.49053807
673	22.41002719
674	22.33483958
675	22.28574932
676	22.23109588
677	22.19082625
678	22.18527324
679	22.12282355
680	22.07727891
681	21.9807568
682	21.92892413
683	21.90597525
684	21.83344448
685	21.80609114
686	21.77851733
687	21.72450592
688	21.71919297
689	21.6745605
690	21.62526364
691	21.60220041
692	21.5849637
693	21.56421677
694	21.51244567
695	21.46746367
696	21.41657771
697	21.36773087
698	21.32451466
699	21.26388686
700	21.20367459
701	21.1831459
702	21.13049042
703	21.08735141
704	21.03362283
705	20.96097365
706	20.91373569
707	20.85962352
708	20.83136494
709	20.78279381
710	20.77802253
711	20.74369184
712	20.69772624
713	20.64728377
714	20.62105341
715	20.59663955
716	20.53774504
717	20.48146907
718	20.43882715
719	20.40782654
720	20.40320141
721	20.3652337
722	20.32699014
723	20.29171982
724	20.26333828
725	20.22862443
726	20.2205387
727	20.19135209
728	20.16905303
729	20.14604291
730	20.10967363
731	20.06836707
732	20.02997747
733	19.98905343
734	19.97132681
735	19.90316704
736	19.86272842
737	19.82780607
738	19.79589948
739	19.71359636
740	19.66823303
741	19.63523432
742	19.60680472
743	19.5634848
744	19.52667625
745	19.48411022
746	19.4466422
747	19.40158011
748	19.38615038
749	19.36518285
750	19.33227196
751	19.31466664
752	19.27482057
753	19.27099371
754	19.22007645
755	19.1573711
756	19.1230945
757	19.0957934
758	19.04197512
759	19.00554939
760	18.98968319
761	18.93375099
762	18.90323178
763	18.8630868
764	18.84161713
765	18.83875999
766	18.82557711
767	18.80426923
768	18.74234128
769	18.69788091
770	18.64798962
771	18.61717828
772	18.58639904
773	18.53724075
774	18.51514643
775	18.45575363
776	18.39815024
777	18.35088774
778	18.31898122
779	18.24093384
780	18.20274365
781	18.16984014
782	18.14061093
783	18.08480862
784	18.04650652
785	18.00110185
786	17.94701022
787	17.88024238
788	17.83711194
789	17.80168535
790	17.77221632
791	17.76170626
792	17.73005508
793	17.70025623
794	17.62694118
795	17.59609282
796	17.54411141
797	17.51198497
798	17.50480259
799	17.47892476
800	17.42686928
801	17.40866412
802	17.3595016
803	17.32593435
804	17.29664332
805	17.26999856
806	17.21785661
807	17.20056326
808	17.18203887
809	17.14890828
810	17.08570877
811	17.08200903
812	17.05324438
813	17.04962728
814	17.02257882
815	17.01925223
816	16.992269
817	16.9431567
818	16.91162049
819	16.86781802
820	16.83281724
821	16.82592705
822	16.78890566
823	16.75523597
824	16.71768924
825	16.67373605
826	16.62977442
827	16.59381021
828	16.56367823
829	16.52760366
830	16.47543931
831	16.43200733
832	16.3949229
833	16.36402707
834	16.36019345
835	16.34073764
836	16.32211409
837	16.30235927
838	16.27618671
839	16.27248153
840	16.24649083
841	16.2428877
842	16.22400655
843	16.17590779
844	16.17236512
845	16.15758415
846	16.15516299
847	16.13468231
848	16.09809941
849	16.09495448
850	16.04874662
851	16.02228013
852	16.01376725
853	15.99596374
854	15.95171872
855	15.91492726
856	15.89299816
857	15.86769207
858	15.81885002
859	15.76674479
860	15.7447774
861	15.68785814
862	15.67412419
863	15.6535584
864	15.61053172
865	15.59356292
866	15.5747342
867	15.54085002
868	15.49781082
869	15.46724678
870	15.45711717
871	15.4170724
872	15.39965962
873	15.39696857
874	15.36998523
875	15.34822666
876	15.319978
877	15.29376819
878	15.25947899
879	15.23887321
880	15.1979646
881	15.16889515
882	15.14548309
883	15.11019004
884	15.09735783
885	15.05792352
886	15.01695946
887	15.00747346
888	15.00532831
889	14.99302024
890	14.97791409
891	14.96445732
892	14.94406296
893	14.93688511
894	14.91306096
895	14.88404717
896	14.85397857
897	14.81484375
898	14.79194283
899	14.76856444
900	14.74750058
901	14.73088727
902	14.69486377
903	14.69079763
904	14.66381525
905	14.64275954
906	14.61335979
907	14.57161991
908	14.56555939
909	14.54454075
910	14.53766621
911	14.53096535
912	14.49845174
913	14.48079993
914	14.44847078
915	14.40080133
916	14.37780501
917	14.37132408
918	14.3400456
919	14.31506284
920	14.27006264
921	14.25111017
922	14.23161398
923	14.19730155
924	14.17815716
925	14.16107411
926	14.12649091
927	14.08080184
928	14.04893993
929	14.03115299
930	14.0103215
931	13.96751466
932	13.96517088
933	13.92819031
934	13.90619671
935	13.88544133
936	13.84755043
937	13.83550185
938	13.81977122
939	13.78827273
940	13.77709233
941	13.74976394
942	13.73943	15.943	13.73944	15.944	13.70747688
945	13.6784861
946	13.66109216
947	13.65026011
948	13.62702932
949	13.58547391
950	13.56165029
951	13.55101277
952	13.52124874
953	13.49459561
954	13.49262579
955	13.47019074
956	13.43857649
957	13.40989819
95959	14.68517346
960	14.661524096961	14.639970296962	14.625384596963	14.59953149
964	14.58969266
965	14.580884965966	14.554496966967	14.530430967968	14.524769968	13.19252316
969970	14.487337970	13.17971	14.97972	14.443027297973	14.425446297974	14.384854997975	14.366035697976	14.32175979977	14.307338839978	14.29340299979	14.272404639980	14.257511689981	14.24041185
982	14.21428878
983	14.19222431
984	14.18478173
985	14.13427123
986	14.1170826
987	14.08857056
988	14.08508984
989	14.06183527
990	14.0258251
991	14.00202793
992	13.97223492
993	13.94518455
994	13.943280559995	13.931982439996	13.91375416
997	13.89195612
998	13.8998	13.8999	13.8999	13.85667896
443581
